Subject	Pair	Vowel	V	Length	Trial	Response	PrelimTotalF	SPETotalF	PrelimFrisch	SPEFrisch	LuceD
QW31L	"beam,sleeve"	i	i	long	7	2	3	4	0.36	0.235	2.433309344
RB39H	"beam,sleeve"	i	i	long	13	2	3	4	0.36	0.235	2.433309344
RL68G	"beam,sleeve"	i	i	long	69	4	3	4	0.36	0.235	2.433309344
SG77E	"beam,sleeve"	i	i	long	79	1	3	4	0.36	0.235	2.433309344
SK19G	"beam,sleeve"	i	i	long	29	3	3	4	0.36	0.235	2.433309344
SK66K	"beam,sleeve"	i	i	long	92	4	3	4	0.36	0.235	2.433309344
SQ87Z	"beam,sleeve"	i	i	long	31	1	3	4	0.36	0.235	2.433309344
ST99W	"beam,sleeve"	i	i	long	93	1	3	4	0.36	0.235	2.433309344
TE72Y	"beam,sleeve"	i	i	long	65	2	3	4	0.36	0.235	2.433309344
TG10Q	"beam,sleeve"	i	i	long	74	1	3	4	0.36	0.235	2.433309344
TK67C	"beam,sleeve"	i	i	long	56	2	3	4	0.36	0.235	2.433309344
WT24N	"beam,sleeve"	i	i	long	17	1	3	4	0.36	0.235	2.433309344
XC35E	"beam,sleeve"	i	i	long	85	3	3	4	0.36	0.235	2.433309344
XG23P	"beam,sleeve"	i	i	long	15	2	3	4	0.36	0.235	2.433309344
XL12Q	"beam,sleeve"	i	i	long	89	1	3	4	0.36	0.235	2.433309344
XQ79R	"beam,sleeve"	i	i	long	31	1	3	4	0.36	0.235	2.433309344
XS38P	"beam,sleeve"	i	i	long	79	1	3	4	0.36	0.235	2.433309344
XS96W	"beam,sleeve"	i	i	long	11	1	3	4	0.36	0.235	2.433309344
YD48I	"beam,sleeve"	i	i	long	72	5	3	4	0.36	0.235	2.433309344
YN47M	"beam,sleeve"	i	i	long	24	4	3	4	0.36	0.235	2.433309344
YU22I	"beam,sleeve"	i	i	long	75	4	3	4	0.36	0.235	2.433309344
ZZ5V	"beam,sleeve"	i	i	long	18	4	3	4	0.36	0.235	2.433309344
AM25Y	"dawn,song"	a	a	long	50	1	2	2	0.333	0.443	1.033224347
AR82M	"dawn,song"	a	a	long	34	1	2	2	0.333	0.443	1.033224347
AY9B	"dawn,song"	a	a	long	67	7	2	2	0.333	0.443	1.033224347
BA89W	"dawn,song"	a	a	long	72	5	2	2	0.333	0.443	1.033224347
BS90M	"dawn,song"	a	a	long	60	4	2	2	0.333	0.443	1.033224347
BU78I	"dawn,song"	a	a	long	68	3	2	2	0.333	0.443	1.033224347
BW95G	"dawn,song"	a	a	long	24	3	2	2	0.333	0.443	1.033224347
CK44O	"dawn,song"	a	a	long	18	5	2	2	0.333	0.443	1.033224347
CM34Z	"dawn,song"	a	a	long	51	4	2	2	0.333	0.443	1.033224347
DF61Q	"dawn,song"	a	a	long	39	4	2	2	0.333	0.443	1.033224347
DR17G	"dawn,song"	a	a	long	80	1	2	2	0.333	0.443	1.033224347
EK1N	"dawn,song"	a	a	long	40	5	2	2	0.333	0.443	1.033224347
ES29S	"dawn,song"	a	a	long	88	1	2	2	0.333	0.443	1.033224347
FJ83B	"dawn,song"	a	a	long	15	5	2	2	0.333	0.443	1.033224347
FU75W	"dawn,song"	a	a	long	60	2	2	2	0.333	0.443	1.033224347
FV16X	"dawn,song"	a	a	long	10	1	2	2	0.333	0.443	1.033224347
IF59C	"dawn,song"	a	a	long	44	4	2	2	0.333	0.443	1.033224347
JD94A	"dawn,song"	a	a	long	35	3	2	2	0.333	0.443	1.033224347
JE33O	"dawn,song"	a	a	long	52	3	2	2	0.333	0.443	1.033224347
JV42B	"dawn,song"	a	a	long	32	3	2	2	0.333	0.443	1.033224347
JY36H	"dawn,song"	a	a	long	38	1	2	2	0.333	0.443	1.033224347
KB4F	"dawn,song"	a	a	long	88	1	2	2	0.333	0.443	1.033224347
KI71L	"dawn,song"	a	a	long	63	5	2	2	0.333	0.443	1.033224347
KK92R	"dawn,song"	a	a	long	78	6	2	2	0.333	0.443	1.033224347
KQ37E	"dawn,song"	a	a	long	41	5	2	2	0.333	0.443	1.033224347
KQ52J	"dawn,song"	a	a	long	17	6	2	2	0.333	0.443	1.033224347
KR28H	"dawn,song"	a	a	long	14	6	2	2	0.333	0.443	1.033224347
KS15D	"dawn,song"	a	a	long	16	4	2	2	0.333	0.443	1.033224347
LC70W	"dawn,song"	a	a	long	25	6	2	2	0.333	0.443	1.033224347
LQ40Z	"dawn,song"	a	a	long	56	6	2	2	0.333	0.443	1.033224347
LT30W	"dawn,song"	a	a	long	38	5	2	2	0.333	0.443	1.033224347
LY2O	"dawn,song"	a	a	long	82	4	2	2	0.333	0.443	1.033224347
LY53Q	"dawn,song"	a	a	long	42	6	2	2	0.333	0.443	1.033224347
LZ43Z	"dawn,song"	a	a	long	8	5	2	2	0.333	0.443	1.033224347
MC41U	"dawn,song"	a	a	long	49	1	2	2	0.333	0.443	1.033224347
MO73Z	"dawn,song"	a	a	long	77	1	2	2	0.333	0.443	1.033224347
NX13O	"dawn,song"	a	a	long	22	1	2	2	0.333	0.443	1.033224347
NZ20B	"dawn,song"	a	a	long	61	6	2	2	0.333	0.443	1.033224347
OG60T	"dawn,song"	a	a	long	13	5	2	2	0.333	0.443	1.033224347
ON3K	"dawn,song"	a	a	long	80	3	2	2	0.333	0.443	1.033224347
ON74R	"dawn,song"	a	a	long	27	5	2	2	0.333	0.443	1.033224347
OQ69Y	"dawn,song"	a	a	long	41	3	2	2	0.333	0.443	1.033224347
OR11R	"dawn,song"	a	a	long	45	4	2	2	0.333	0.443	1.033224347
OS26T	"dawn,song"	a	a	long	82	7	2	2	0.333	0.443	1.033224347
PE14D	"dawn,song"	a	a	long	68	5	2	2	0.333	0.443	1.033224347
PQ27D	"dawn,song"	a	a	long	49	6	2	2	0.333	0.443	1.033224347
PW18G	"dawn,song"	a	a	long	62	6	2	2	0.333	0.443	1.033224347
PX84R	"dawn,song"	a	a	long	42	3	2	2	0.333	0.443	1.033224347
QR21P	"dawn,song"	a	a	long	8	6	2	2	0.333	0.443	1.033224347
QW31L	"dawn,song"	a	a	long	62	6	2	2	0.333	0.443	1.033224347
RB39H	"dawn,song"	a	a	long	39	2	2	2	0.333	0.443	1.033224347
RL68G	"dawn,song"	a	a	long	58	4	2	2	0.333	0.443	1.033224347
SG77E	"dawn,song"	a	a	long	61	3	2	2	0.333	0.443	1.033224347
SK19G	"dawn,song"	a	a	long	14	7	2	2	0.333	0.443	1.033224347
SK66K	"dawn,song"	a	a	long	64	4	2	2	0.333	0.443	1.033224347
SQ87Z	"dawn,song"	a	a	long	42	3	2	2	0.333	0.443	1.033224347
ST99W	"dawn,song"	a	a	long	38	1	2	2	0.333	0.443	1.033224347
TE72Y	"dawn,song"	a	a	long	24	4	2	2	0.333	0.443	1.033224347
TG10Q	"dawn,song"	a	a	long	64	6	2	2	0.333	0.443	1.033224347
TK67C	"dawn,song"	a	a	long	95	4	2	2	0.333	0.443	1.033224347
WT24N	"dawn,song"	a	a	long	12	3	2	2	0.333	0.443	1.033224347
XC35E	"dawn,song"	a	a	long	82	5	2	2	0.333	0.443	1.033224347
XG23P	"dawn,song"	a	a	long	53	4	2	2	0.333	0.443	1.033224347
XL12Q	"dawn,song"	a	a	long	11	5	2	2	0.333	0.443	1.033224347
XQ79R	"dawn,song"	a	a	long	74	2	2	2	0.333	0.443	1.033224347
XS38P	"dawn,song"	a	a	long	18	2	2	2	0.333	0.443	1.033224347
XS96W	"dawn,song"	a	a	long	7	3	2	2	0.333	0.443	1.033224347
YD48I	"dawn,song"	a	a	long	19	5	2	2	0.333	0.443	1.033224347
YK76J	"dawn,song"	a	a	long	75	5	2	2	0.333	0.443	1.033224347
YN47M	"dawn,song"	a	a	long	80	6	2	2	0.333	0.443	1.033224347
YU22I	"dawn,song"	a	a	long	60	3	2	2	0.333	0.443	1.033224347
ZZ5V	"dawn,song"	a	a	long	25	6	2	2	0.333	0.443	1.033224347
AM25Y	"four,toad"	o	o	long	90	1	6	6	0.077	0.516	4.665750471
AR82M	"four,toad"	o	o	long	36	5	6	6	0.077	0.516	4.665750471
AY9B	"four,toad"	o	o	long	75	1	6	6	0.077	0.516	4.665750471
BA89W	"four,toad"	o	o	long	48	1	6	6	0.077	0.516	4.665750471
BS90M	"four,toad"	o	o	long	15	1	6	6	0.077	0.516	4.665750471
BU78I	"four,toad"	o	o	long	79	2	6	6	0.077	0.516	4.665750471
BW95G	"four,toad"	o	o	long	26	1	6	6	0.077	0.516	4.665750471
CK44O	"four,toad"	o	o	long	12	1	6	6	0.077	0.516	4.665750471
CM34Z	"four,toad"	o	o	long	26	1	6	6	0.077	0.516	4.665750471
DF61Q	"four,toad"	o	o	long	55	2	6	6	0.077	0.516	4.665750471
DR17G	"four,toad"	o	o	long	65	4	6	6	0.077	0.516	4.665750471
EK1N	"four,toad"	o	o	long	44	1	6	6	0.077	0.516	4.665750471
ES29S	"four,toad"	o	o	long	32	1	6	6	0.077	0.516	4.665750471
FJ83B	"four,toad"	o	o	long	19	1	6	6	0.077	0.516	4.665750471
FU75W	"four,toad"	o	o	long	54	2	6	6	0.077	0.516	4.665750471
FV16X	"four,toad"	o	o	long	21	1	6	6	0.077	0.516	4.665750471
IF59C	"four,toad"	o	o	long	40	1	6	6	0.077	0.516	4.665750471
JD94A	"four,toad"	o	o	long	53	1	6	6	0.077	0.516	4.665750471
JE33O	"four,toad"	o	o	long	47	1	6	6	0.077	0.516	4.665750471
JV42B	"four,toad"	o	o	long	69	1	6	6	0.077	0.516	4.665750471
JY36H	"four,toad"	o	o	long	14	1	6	6	0.077	0.516	4.665750471
KB4F	"four,toad"	o	o	long	6	1	6	6	0.077	0.516	4.665750471
KI71L	"four,toad"	o	o	long	58	1	6	6	0.077	0.516	4.665750471
KK92R	"four,toad"	o	o	long	61	1	6	6	0.077	0.516	4.665750471
KQ37E	"four,toad"	o	o	long	44	1	6	6	0.077	0.516	4.665750471
KQ52J	"four,toad"	o	o	long	71	1	6	6	0.077	0.516	4.665750471
KR28H	"four,toad"	o	o	long	83	2	6	6	0.077	0.516	4.665750471
KS15D	"four,toad"	o	o	long	76	1	6	6	0.077	0.516	4.665750471
LC70W	"four,toad"	o	o	long	17	1	6	6	0.077	0.516	4.665750471
LQ40Z	"four,toad"	o	o	long	54	2	6	6	0.077	0.516	4.665750471
LT30W	"four,toad"	o	o	long	48	1	6	6	0.077	0.516	4.665750471
LY2O	"four,toad"	o	o	long	81	2	6	6	0.077	0.516	4.665750471
LY53Q	"four,toad"	o	o	long	56	1	6	6	0.077	0.516	4.665750471
LZ43Z	"four,toad"	o	o	long	88	1	6	6	0.077	0.516	4.665750471
MC41U	"four,toad"	o	o	long	87	1	6	6	0.077	0.516	4.665750471
MO73Z	"four,toad"	o	o	long	71	1	6	6	0.077	0.516	4.665750471
NX13O	"four,toad"	o	o	long	48	2	6	6	0.077	0.516	4.665750471
NZ20B	"four,toad"	o	o	long	14	1	6	6	0.077	0.516	4.665750471
OG60T	"four,toad"	o	o	long	85	1	6	6	0.077	0.516	4.665750471
ON3K	"four,toad"	o	o	long	93	1	6	6	0.077	0.516	4.665750471
ON74R	"four,toad"	o	o	long	38	5	6	6	0.077	0.516	4.665750471
OQ69Y	"four,toad"	o	o	long	36	2	6	6	0.077	0.516	4.665750471
OR11R	"four,toad"	o	o	long	78	2	6	6	0.077	0.516	4.665750471
OS26T	"four,toad"	o	o	long	75	1	6	6	0.077	0.516	4.665750471
PE14D	"four,toad"	o	o	long	37	1	6	6	0.077	0.516	4.665750471
PQ27D	"four,toad"	o	o	long	76	1	6	6	0.077	0.516	4.665750471
PW18G	"four,toad"	o	o	long	51	1	6	6	0.077	0.516	4.665750471
PX84R	"four,toad"	o	o	long	74	1	6	6	0.077	0.516	4.665750471
QR21P	"four,toad"	o	o	long	34	2	6	6	0.077	0.516	4.665750471
QW31L	"four,toad"	o	o	long	29	1	6	6	0.077	0.516	4.665750471
RB39H	"four,toad"	o	o	long	96	1	6	6	0.077	0.516	4.665750471
RL68G	"four,toad"	o	o	long	35	1	6	6	0.077	0.516	4.665750471
SG77E	"four,toad"	o	o	long	65	1	6	6	0.077	0.516	4.665750471
SK19G	"four,toad"	o	o	long	82	1	6	6	0.077	0.516	4.665750471
SK66K	"four,toad"	o	o	long	82	1	6	6	0.077	0.516	4.665750471
SQ87Z	"four,toad"	o	o	long	24	1	6	6	0.077	0.516	4.665750471
ST99W	"four,toad"	o	o	long	74	1	6	6	0.077	0.516	4.665750471
TE72Y	"four,toad"	o	o	long	43	1	6	6	0.077	0.516	4.665750471
TG10Q	"four,toad"	o	o	long	93	1	6	6	0.077	0.516	4.665750471
TK67C	"four,toad"	o	o	long	68	1	6	6	0.077	0.516	4.665750471
WT24N	"four,toad"	o	o	long	28	1	6	6	0.077	0.516	4.665750471
XC35E	"four,toad"	o	o	long	76	2	6	6	0.077	0.516	4.665750471
XG23P	"four,toad"	o	o	long	48	2	6	6	0.077	0.516	4.665750471
XL12Q	"four,toad"	o	o	long	35	1	6	6	0.077	0.516	4.665750471
XQ79R	"four,toad"	o	o	long	22	1	6	6	0.077	0.516	4.665750471
XS38P	"four,toad"	o	o	long	62	1	6	6	0.077	0.516	4.665750471
XS96W	"four,toad"	o	o	long	20	1	6	6	0.077	0.516	4.665750471
YD48I	"four,toad"	o	o	long	68	1	6	6	0.077	0.516	4.665750471
YK76J	"four,toad"	o	o	long	30	3	6	6	0.077	0.516	4.665750471
YN47M	"four,toad"	o	o	long	22	3	6	6	0.077	0.516	4.665750471
YU22I	"four,toad"	o	o	long	56	1	6	6	0.077	0.516	4.665750471
ZZ5V	"four,toad"	o	o	long	65	1	6	6	0.077	0.516	4.665750471
AM25Y	"beer,heel"	i	i	long	37	1	1	4	0.5	0.459	4.569670812
AR82M	"beer,heel"	i	i	long	68	7	1	4	0.5	0.459	4.569670812
AY9B	"beer,heel"	i	i	long	37	2	1	4	0.5	0.459	4.569670812
BA89W	"beer,heel"	i	i	long	41	1	1	4	0.5	0.459	4.569670812
BS90M	"beer,heel"	i	i	long	25	2	1	4	0.5	0.459	4.569670812
BU78I	"beer,heel"	i	i	long	81	2	1	4	0.5	0.459	4.569670812
BW95G	"beer,heel"	i	i	long	46	2	1	4	0.5	0.459	4.569670812
CK44O	"beer,heel"	i	i	long	20	2	1	4	0.5	0.459	4.569670812
CM34Z	"beer,heel"	i	i	long	78	4	1	4	0.5	0.459	4.569670812
DF61Q	"beer,heel"	i	i	long	33	2	1	4	0.5	0.459	4.569670812
DR17G	"beer,heel"	i	i	long	81	1	1	4	0.5	0.459	4.569670812
EK1N	"beer,heel"	i	i	long	95	3	1	4	0.5	0.459	4.569670812
ES29S	"beer,heel"	i	i	long	13	1	1	4	0.5	0.459	4.569670812
FJ83B	"beer,heel"	i	i	long	86	4	1	4	0.5	0.459	4.569670812
FU75W	"beer,heel"	i	i	long	30	2	1	4	0.5	0.459	4.569670812
FV16X	"beer,heel"	i	i	long	27	1	1	4	0.5	0.459	4.569670812
IF59C	"beer,heel"	i	i	long	61	2	1	4	0.5	0.459	4.569670812
JD94A	"beer,heel"	i	i	long	58	2	1	4	0.5	0.459	4.569670812
JE33O	"beer,heel"	i	i	long	94	2	1	4	0.5	0.459	4.569670812
JV42B	"beer,heel"	i	i	long	11	1	1	4	0.5	0.459	4.569670812
JY36H	"beer,heel"	i	i	long	84	1	1	4	0.5	0.459	4.569670812
KB4F	"beer,heel"	i	i	long	30	3	1	4	0.5	0.459	4.569670812
KI71L	"beer,heel"	i	i	long	44	5	1	4	0.5	0.459	4.569670812
KK92R	"beer,heel"	i	i	long	30	3	1	4	0.5	0.459	4.569670812
KQ37E	"beer,heel"	i	i	long	90	1	1	4	0.5	0.459	4.569670812
KQ52J	"beer,heel"	i	i	long	40	1	1	4	0.5	0.459	4.569670812
KR28H	"beer,heel"	i	i	long	92	5	1	4	0.5	0.459	4.569670812
KS15D	"beer,heel"	i	i	long	78	1	1	4	0.5	0.459	4.569670812
LC70W	"beer,heel"	i	i	long	40	1	1	4	0.5	0.459	4.569670812
LQ40Z	"beer,heel"	i	i	long	53	1	1	4	0.5	0.459	4.569670812
LT30W	"beer,heel"	i	i	long	37	5	1	4	0.5	0.459	4.569670812
LY2O	"beer,heel"	i	i	long	31	3	1	4	0.5	0.459	4.569670812
LY53Q	"beer,heel"	i	i	long	67	3	1	4	0.5	0.459	4.569670812
LZ43Z	"beer,heel"	i	i	long	79	2	1	4	0.5	0.459	4.569670812
MC41U	"beer,heel"	i	i	long	7	4	1	4	0.5	0.459	4.569670812
MO73Z	"beer,heel"	i	i	long	29	3	1	4	0.5	0.459	4.569670812
NX13O	"beer,heel"	i	i	long	44	1	1	4	0.5	0.459	4.569670812
NZ20B	"beer,heel"	i	i	long	80	6	1	4	0.5	0.459	4.569670812
OG60T	"beer,heel"	i	i	long	88	1	1	4	0.5	0.459	4.569670812
ON3K	"beer,heel"	i	i	long	89	1	1	4	0.5	0.459	4.569670812
ON74R	"beer,heel"	i	i	long	50	4	1	4	0.5	0.459	4.569670812
OQ69Y	"beer,heel"	i	i	long	21	3	1	4	0.5	0.459	4.569670812
OR11R	"beer,heel"	i	i	long	41	3	1	4	0.5	0.459	4.569670812
OS26T	"beer,heel"	i	i	long	39	1	1	4	0.5	0.459	4.569670812
PE14D	"beer,heel"	i	i	long	62	1	1	4	0.5	0.459	4.569670812
PQ27D	"beer,heel"	i	i	long	48	2	1	4	0.5	0.459	4.569670812
PW18G	"beer,heel"	i	i	long	7	2	1	4	0.5	0.459	4.569670812
PX84R	"beer,heel"	i	i	long	14	4	1	4	0.5	0.459	4.569670812
QR21P	"beer,heel"	i	i	long	84	3	1	4	0.5	0.459	4.569670812
QW31L	"beer,heel"	i	i	long	22	1	1	4	0.5	0.459	4.569670812
RB39H	"beer,heel"	i	i	long	72	1	1	4	0.5	0.459	4.569670812
RL68G	"beer,heel"	i	i	long	63	1	1	4	0.5	0.459	4.569670812
SG77E	"beer,heel"	i	i	long	90	1	1	4	0.5	0.459	4.569670812
SK19G	"beer,heel"	i	i	long	62	1	1	4	0.5	0.459	4.569670812
SK66K	"beer,heel"	i	i	long	29	2	1	4	0.5	0.459	4.569670812
SQ87Z	"beer,heel"	i	i	long	28	1	1	4	0.5	0.459	4.569670812
ST99W	"beer,heel"	i	i	long	88	1	1	4	0.5	0.459	4.569670812
TE72Y	"beer,heel"	i	i	long	78	1	1	4	0.5	0.459	4.569670812
TG10Q	"beer,heel"	i	i	long	62	1	1	4	0.5	0.459	4.569670812
TK67C	"beer,heel"	i	i	long	20	1	1	4	0.5	0.459	4.569670812
WT24N	"beer,heel"	i	i	long	10	3	1	4	0.5	0.459	4.569670812
XC35E	"beer,heel"	i	i	long	25	3	1	4	0.5	0.459	4.569670812
XG23P	"beer,heel"	i	i	long	64	1	1	4	0.5	0.459	4.569670812
XL12Q	"beer,heel"	i	i	long	79	2	1	4	0.5	0.459	4.569670812
XQ79R	"beer,heel"	i	i	long	71	1	1	4	0.5	0.459	4.569670812
XS38P	"beer,heel"	i	i	long	13	1	1	4	0.5	0.459	4.569670812
XS96W	"beer,heel"	i	i	long	73	1	1	4	0.5	0.459	4.569670812
YD48I	"beer,heel"	i	i	long	20	4	1	4	0.5	0.459	4.569670812
YK76J	"beer,heel"	i	i	long	46	4	1	4	0.5	0.459	4.569670812
YN47M	"beer,heel"	i	i	long	58	4	1	4	0.5	0.459	4.569670812
YU22I	"beer,heel"	i	i	long	47	1	1	4	0.5	0.459	4.569670812
ZZ5V	"beer,heel"	i	i	long	88	1	1	4	0.5	0.459	4.569670812
AM25Y	"geese,leaf"	i	i	long	80	1	2	3	0.471	0.302	3.519697512
AR82M	"geese,leaf"	i	i	long	44	2	2	3	0.471	0.302	3.519697512
AY9B	"geese,leaf"	i	i	long	92	2	2	3	0.471	0.302	3.519697512
BA89W	"geese,leaf"	i	i	long	96	2	2	3	0.471	0.302	3.519697512
BS90M	"geese,leaf"	i	i	long	58	1	2	3	0.471	0.302	3.519697512
BU78I	"geese,leaf"	i	i	long	96	4	2	3	0.471	0.302	3.519697512
BW95G	"geese,leaf"	i	i	long	64	2	2	3	0.471	0.302	3.519697512
CK44O	"geese,leaf"	i	i	long	36	5	2	3	0.471	0.302	3.519697512
CM34Z	"geese,leaf"	i	i	long	25	5	2	3	0.471	0.302	3.519697512
DF61Q	"geese,leaf"	i	i	long	67	3	2	3	0.471	0.302	3.519697512
DR17G	"geese,leaf"	i	i	long	48	2	2	3	0.471	0.302	3.519697512
EK1N	"geese,leaf"	i	i	long	43	4	2	3	0.471	0.302	3.519697512
ES29S	"geese,leaf"	i	i	long	30	4	2	3	0.471	0.302	3.519697512
FJ83B	"geese,leaf"	i	i	long	51	6	2	3	0.471	0.302	3.519697512
FU75W	"geese,leaf"	i	i	long	71	3	2	3	0.471	0.302	3.519697512
FV16X	"geese,leaf"	i	i	long	16	1	2	3	0.471	0.302	3.519697512
IF59C	"geese,leaf"	i	i	long	27	5	2	3	0.471	0.302	3.519697512
JD94A	"geese,leaf"	i	i	long	48	2	2	3	0.471	0.302	3.519697512
JE33O	"geese,leaf"	i	i	long	28	5	2	3	0.471	0.302	3.519697512
JV42B	"geese,leaf"	i	i	long	76	5	2	3	0.471	0.302	3.519697512
JY36H	"geese,leaf"	i	i	long	26	1	2	3	0.471	0.302	3.519697512
KB4F	"geese,leaf"	i	i	long	94	1	2	3	0.471	0.302	3.519697512
KI71L	"geese,leaf"	i	i	long	80	5	2	3	0.471	0.302	3.519697512
KK92R	"geese,leaf"	i	i	long	82	2	2	3	0.471	0.302	3.519697512
KQ37E	"geese,leaf"	i	i	long	77	3	2	3	0.471	0.302	3.519697512
KQ52J	"geese,leaf"	i	i	long	48	2	2	3	0.471	0.302	3.519697512
KR28H	"geese,leaf"	i	i	long	65	5	2	3	0.471	0.302	3.519697512
KS15D	"geese,leaf"	i	i	long	68	1	2	3	0.471	0.302	3.519697512
LC70W	"geese,leaf"	i	i	long	46	4	2	3	0.471	0.302	3.519697512
LQ40Z	"geese,leaf"	i	i	long	6	5	2	3	0.471	0.302	3.519697512
LT30W	"geese,leaf"	i	i	long	66	1	2	3	0.471	0.302	3.519697512
LY2O	"geese,leaf"	i	i	long	47	3	2	3	0.471	0.302	3.519697512
LY53Q	"geese,leaf"	i	i	long	47	5	2	3	0.471	0.302	3.519697512
LZ43Z	"geese,leaf"	i	i	long	68	2	2	3	0.471	0.302	3.519697512
MC41U	"geese,leaf"	i	i	long	63	3	2	3	0.471	0.302	3.519697512
MO73Z	"geese,leaf"	i	i	long	53	2	2	3	0.471	0.302	3.519697512
NX13O	"geese,leaf"	i	i	long	34	1	2	3	0.471	0.302	3.519697512
NZ20B	"geese,leaf"	i	i	long	25	6	2	3	0.471	0.302	3.519697512
OG60T	"geese,leaf"	i	i	long	67	1	2	3	0.471	0.302	3.519697512
ON3K	"geese,leaf"	i	i	long	33	2	2	3	0.471	0.302	3.519697512
ON74R	"geese,leaf"	i	i	long	91	5	2	3	0.471	0.302	3.519697512
OQ69Y	"geese,leaf"	i	i	long	28	5	2	3	0.471	0.302	3.519697512
OR11R	"geese,leaf"	i	i	long	33	2	2	3	0.471	0.302	3.519697512
OS26T	"geese,leaf"	i	i	long	86	7	2	3	0.471	0.302	3.519697512
PE14D	"geese,leaf"	i	i	long	89	6	2	3	0.471	0.302	3.519697512
PQ27D	"geese,leaf"	i	i	long	92	3	2	3	0.471	0.302	3.519697512
PW18G	"geese,leaf"	i	i	long	27	4	2	3	0.471	0.302	3.519697512
PX84R	"geese,leaf"	i	i	long	71	5	2	3	0.471	0.302	3.519697512
QR21P	"geese,leaf"	i	i	long	83	4	2	3	0.471	0.302	3.519697512
QW31L	"geese,leaf"	i	i	long	66	5	2	3	0.471	0.302	3.519697512
RB39H	"geese,leaf"	i	i	long	82	4	2	3	0.471	0.302	3.519697512
RL68G	"geese,leaf"	i	i	long	51	3	2	3	0.471	0.302	3.519697512
SG77E	"geese,leaf"	i	i	long	23	1	2	3	0.471	0.302	3.519697512
SK19G	"geese,leaf"	i	i	long	57	3	2	3	0.471	0.302	3.519697512
SK66K	"geese,leaf"	i	i	long	45	2	2	3	0.471	0.302	3.519697512
SQ87Z	"geese,leaf"	i	i	long	25	4	2	3	0.471	0.302	3.519697512
ST99W	"geese,leaf"	i	i	long	24	1	2	3	0.471	0.302	3.519697512
TE72Y	"geese,leaf"	i	i	long	92	4	2	3	0.471	0.302	3.519697512
TG10Q	"geese,leaf"	i	i	long	89	1	2	3	0.471	0.302	3.519697512
TK67C	"geese,leaf"	i	i	long	69	4	2	3	0.471	0.302	3.519697512
WT24N	"geese,leaf"	i	i	long	60	1	2	3	0.471	0.302	3.519697512
XC35E	"geese,leaf"	i	i	long	87	5	2	3	0.471	0.302	3.519697512
XG23P	"geese,leaf"	i	i	long	70	3	2	3	0.471	0.302	3.519697512
XL12Q	"geese,leaf"	i	i	long	29	5	2	3	0.471	0.302	3.519697512
XQ79R	"geese,leaf"	i	i	long	95	1	2	3	0.471	0.302	3.519697512
XS38P	"geese,leaf"	i	i	long	94	1	2	3	0.471	0.302	3.519697512
XS96W	"geese,leaf"	i	i	long	71	3	2	3	0.471	0.302	3.519697512
YD48I	"geese,leaf"	i	i	long	25	6	2	3	0.471	0.302	3.519697512
YK76J	"geese,leaf"	i	i	long	36	4	2	3	0.471	0.302	3.519697512
YN47M	"geese,leaf"	i	i	long	61	5	2	3	0.471	0.302	3.519697512
YU22I	"geese,leaf"	i	i	long	21	5	2	3	0.471	0.302	3.519697512
ZZ5V	"geese,leaf"	i	i	long	6	3	2	3	0.471	0.302	3.519697512
AM25Y	"Koosh,rouge"	u	u	long	61	1	1	2	0.55	0.595	3.252426662
AR82M	"Koosh,rouge"	u	u	long	58	7	1	2	0.55	0.595	3.252426662
AY9B	"Koosh,rouge"	u	u	long	20	2	1	2	0.55	0.595	3.252426662
BA89W	"Koosh,rouge"	u	u	long	65	5	1	2	0.55	0.595	3.252426662
BS90M	"Koosh,rouge"	u	u	long	69	4	1	2	0.55	0.595	3.252426662
BU78I	"Koosh,rouge"	u	u	long	53	4	1	2	0.55	0.595	3.252426662
BW95G	"Koosh,rouge"	u	u	long	34	3	1	2	0.55	0.595	3.252426662
CK44O	"Koosh,rouge"	u	u	long	15	5	1	2	0.55	0.595	3.252426662
CM34Z	"Koosh,rouge"	u	u	long	77	6	1	2	0.55	0.595	3.252426662
DF61Q	"Koosh,rouge"	u	u	long	42	3	1	2	0.55	0.595	3.252426662
DR17G	"Koosh,rouge"	u	u	long	77	5	1	2	0.55	0.595	3.252426662
EK1N	"Koosh,rouge"	u	u	long	35	3	1	2	0.55	0.595	3.252426662
ES29S	"Koosh,rouge"	u	u	long	95	3	1	2	0.55	0.595	3.252426662
FJ83B	"Koosh,rouge"	u	u	long	91	3	1	2	0.55	0.595	3.252426662
FU75W	"Koosh,rouge"	u	u	long	10	4	1	2	0.55	0.595	3.252426662
FV16X	"Koosh,rouge"	u	u	long	57	5	1	2	0.55	0.595	3.252426662
IF59C	"Koosh,rouge"	u	u	long	63	5	1	2	0.55	0.595	3.252426662
JD94A	"Koosh,rouge"	u	u	long	74	3	1	2	0.55	0.595	3.252426662
JE33O	"Koosh,rouge"	u	u	long	40	4	1	2	0.55	0.595	3.252426662
JV42B	"Koosh,rouge"	u	u	long	75	5	1	2	0.55	0.595	3.252426662
JY36H	"Koosh,rouge"	u	u	long	74	1	1	2	0.55	0.595	3.252426662
KB4F	"Koosh,rouge"	u	u	long	86	6	1	2	0.55	0.595	3.252426662
KI71L	"Koosh,rouge"	u	u	long	51	5	1	2	0.55	0.595	3.252426662
KK92R	"Koosh,rouge"	u	u	long	9	7	1	2	0.55	0.595	3.252426662
